OBJECTID,Event_Date,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Latitude,Longitude,Country_Name,Country_Code,Administrative_Division,ev_id,Source
1664,2015-06-24 0:00:00,,landslide,downpour,43.5009,-108.164,United States,US,Wyoming,7030,NASA Reports
1667,2016-01-01 23:00:00,23:00,landslide,rain,56.2266,-4.8568,United Kingdom,GB,Scotland,9150,NASA Reports
1686,2017-04-14 0:00:00,unknown,landslide,rain,37.25520686,-107.017168,United States,US,Colorado,10313,NASA Reports
1703,2016-12-31 0:00:00,unknown,landslide,downpour,20.85993653,-156.1593175,United States,US,Hawaii,10057,NASA Reports
1711,2017-03-16 0:00:00,unknown,landslide,rain,47.418594,-122.347205,United States,US,Washington,10612,NASA Reports
1717,2019-10-14 22:29:27,unknown,landslide,rain,8.64305851,-80.55941672,Panama,PA,Coclé,21038,NASA Reports
1718,2010-03-27 0:00:00,,landslide,downpour,50.4374,-3.5713,United Kingdom,GB,England,1597,NASA Reports
1725,2015-12-24 15:00:00,15:00,landslide,rain,42.9646,-123.8241,United States,US,Oregon,9118,NASA Reports
1739,2016-11-27 0:00:00,,landslide,rain,3.366921,101.613538,Malaysia,MY,Selangor,11037,NASA Reports
1755,2007-02-25 14:30:00,14:00,landslide,downpour,45.5259,-122.7066,United States,US,Oregon,7798,NASA Reports
1762,2015-11-16 9:00:00,09:00,landslide,downpour,3.1497,101.7036,Malaysia,MY,Wilayah Persekutuan Kuala Lumpur,8949,NASA Reports
1779,2015-01-05 0:00:00,,landslide,downpour,46.9785,-123.8655,United States,US,Washington,6654,NASA Reports
1785,2014-04-08 4:00:00,04:00,landslide,rain,40.4381,-80.0176,United States,US,Pennsylvania,5987,NASA Reports
1802,2017-09-01 0:00:00,,landslide,downpour,-41.294931,174.764468,New Zealand,NZ,Wellington,12963,NASA Reports
1812,2013-12-29 16:00:00,16:00,landslide,downpour,56.4679,-2.9977,United Kingdom,GB,Scotland,5733,NASA Reports
1822,2018-03-30 0:00:00,,landslide,downpour,40.47376175,-79.86744712,United States,US,Pennsylvania,11331,NASA Reports
1828,2018-08-11 11:00:00,11:00,landslide,downpour,22.692287,121.02058,China,CN,Taiwan,13269,NASA Reports
1832,2016-12-02 0:00:00,,landslide,rain,45.531962,-122.960461,United States,US,Oregon,10568,NASA Reports
1833,2017-01-15 0:00:00,unknown,landslide,downpour,10.42315598,123.9151978,Philippines,PH,Cebu,11139,NASA Reports
1835,2017-10-23 0:00:00,,landslide,downpour,35.42027,-82.743583,United States,US,North Carolina,12689,NASA Reports
1842,2017-03-18 0:00:00,unknown,landslide,rain,48.130894,-116.479598,United States,US,Idaho,10516,NASA Reports
1844,2015-08-09 0:00:00,,landslide,monsoon,7.825,98.3819,Thailand,TH,Phuket,7642,NASA Reports
1847,2017-06-27 11:00:00,11:00,landslide,continuous_rain,32.08059703,103.6653085,China,CN,Sichuan,10017,NASA Reports
1850,2010-06-06 0:00:00,,landslide,downpour,52.9523,-1.1277,United Kingdom,GB,England,1950,NASA Reports
1865,2014-06-23 0:00:00,,landslide,continuous_rain,12.3487,-84.8163,Nicaragua,NI,Atlántico Sur,6095,NASA Reports
1871,2019-10-15 13:13:09,,landslide,rain,35.76826103,35.89946671,Syria,SY,Al Ladhiqiyah,13774,NASA Reports
1873,2015-10-31 0:00:00,,landslide,downpour,11.374,77.8987,India,IN,Tamil Nadu,8892,NASA Reports
1882,2017-04-11 0:00:00,,landslide,rain,10.41107984,123.877217,Philippines,PH,Cebu,11136,NASA Reports
1898,2010-12-12 0:00:00,,landslide,downpour,47.7305,-122.2824,United States,US,Washington,2831,NASA Reports
1904,2015-01-04 23:00:00,23:00,landslide,downpour,46.9785,-123.8671,United States,US,Washington,6626,NASA Reports
1907,2007-03-25 0:00:00,,landslide,downpour,39.0071,70.1951,Tajikistan,TJ,Region of Republican Subordination,44,NASA Reports
1913,2014-11-17 2:00:00,02:00,landslide,downpour,33.3747,-86.8019,United States,US,Alabama,6388,NASA Reports
1916,2014-01-20 4:00:00,04:00,landslide,downpour,-12.432,-75.0369,Peru,PE,Huancavelica,5804,NASA Reports
1923,2017-03-08 0:00:00,unknown,landslide,rain,36.23912968,-121.7747764,United States,US,California,10123,NASA Reports
1927,2015-06-13 0:00:00,22:00,landslide,downpour,41.6740284,44.67535468,Georgia,GE,Mts'khet'a-Mt'ianeti,12654,NASA Reports
1936,2015-08-10 23:00:00,23:00,landslide,monsoon,7.825,98.3819,Thailand,TH,Phuket,7641,NASA Reports
1938,2018-05-05 4:00:00,04:00,landslide,downpour,30.29161347,-97.75203249,United States,US,Texas,11330,NASA Reports
1960,2017-04-28 0:00:00,,landslide,rain,40.0945423,-80.75848389,United States,US,Ohio,10278,NASA Reports
1962,2017-11-05 3:00:00,03:00,landslide,continuous_rain,5.467079,100.274239,Malaysia,MY,Pulau Pinang,13237,NASA Reports
1991,2020-11-23 18:51:14,14:00,landslide,rain,7.28972835,-75.39420835,Colombia,CO,Antioquia,19390,NASA Reports
1992,2023-06-24 0:14:49,01:00,landslide,downpour,-33.72904,-70.31782,Chile,CL,Región Metropolitana de Santiago,21091,NASA Reports
1997,2016-12-16 0:00:00,,landslide,rain,41.357397,-124.074714,United States,US,California,10355,NASA Reports
1998,2017-05-05 0:00:00,,landslide,rain,43.69001268,-79.3892764,Canada,CA,Ontario,10665,NASA Reports
2003,2010-05-02 0:00:00,,landslide,downpour,36.0242,-86.8811,United States,US,Tennessee,1807,NASA Reports
2016,2017-06-04 22:00:00,22:00,landslide,continuous_rain,27.33861278,87.67107225,Nepal,NP,Mechi,9747,NASA Reports
2021,2011-04-25 0:00:00,,landslide,downpour,39.2515,-84.6515,United States,US,Ohio,3418,NASA Reports
2022,2016-03-11 0:00:00,,landslide,rain,39.6942,-123.7976,United States,US,California,7555,NASA Reports
2023,2013-03-27 3:45:00,04:00,landslide,rain,48.1393,-122.6011,United States,US,Washington,7404,NASA Reports
2029,2015-12-28 0:00:00,,landslide,downpour,53.256352,-4.103388,United Kingdom,GB,Wales,12967,NASA Reports
2058,2010-10-01 15:00:00,15:00,landslide,downpour,38.3558,-76.3915,United States,US,Maryland,2530,NASA Reports
2064,2017-02-16 0:00:00,unknown,landslide,rain,47.709553,-121.981233,United States,US,Washington,10615,NASA Reports
2074,2011-03-01 4:00:00,04:00,landslide,downpour,45.4818,-122.6513,United States,US,Oregon,3164,NASA Reports
2084,2017-05-03 5:00:00,05:00,landslide,rain,39.10578115,-84.50067398,United States,US,Ohio,10651,NASA Reports
2090,2017-01-06 0:00:00,unknown,landslide,rain,36.81539141,-121.7232875,United States,US,California,10138,NASA Reports
2095,2017-02-08 9:00:00,09:00,landslide,rain,37.9146524,-122.1881147,United States,US,California,10182,NASA Reports
2097,2018-05-27 0:00:00,,landslide,downpour,35.43231954,-82.24950768,United States,US,North Carolina,11424,NASA Reports
2106,2017-02-16 0:00:00,unknown,landslide,rain,47.47729387,-122.1856476,United States,US,Washington,10621,NASA Reports
2111,2015-02-25 0:00:00,,landslide,rain,49.8748,-118.0732,Canada,CA,British Columbia,6795,NASA Reports
2112,2017-02-24 0:00:00,unknown,landslide,rain,44.14353772,18.07769206,Bosnia and Herzegovina,BA,Federacija Bosna i Hercegovina,11194,NASA Reports
2114,2014-08-02 2:30:00,02:00,landslide,continuous_rain,27.7702,85.8692,Nepal,NP,Bagmati,6187,NASA Reports
2118,2010-04-06 0:00:00,,landslide,downpour,-23.0145,-43.2915,Brazil,BR,Rio de Janeiro,1672,NASA Reports
2121,2016-12-25 20:00:00,20:00,landslide,rain,4.470971,101.379313,Malaysia,MY,Pahang,11032,NASA Reports
2126,2017-03-14 0:00:00,unknown,landslide,continuous_rain,47.28796522,-122.4077077,United States,US,Washington,10626,NASA Reports
2128,2015-10-31 0:00:00,,landslide,downpour,11.3742,77.899,India,IN,Tamil Nadu,8893,NASA Reports
2131,2020-11-03 0:00:00,10:00,landslide,continuous_rain,18.47554724,-70.00847035,Dominican Republic,DO,Santo Domingo,21241,NASA Reports
2134,2015-05-30 15:00:00,15:00,landslide,continuous_rain,40.2506,-111.6324,United States,US,Utah,7019,NASA Reports
2137,2014-01-19 0:00:00,,landslide,downpour,44.3804,9.0563,Italy,IT,Liguria,6590,NASA Reports
2141,2016-11-21 13:00:00,13:00,landslide,rain,20.879697,-156.194319,United States,US,Hawaii,10059,NASA Reports
2156,2018-08-18 0:00:00,unknown,landslide,rain,12.82302425,75.62223576,India,IN,Karnataka,14602,NASA Reports
2165,2016-07-15 0:00:00,,landslide,rain,-40.9324,145.6201,Australia,AU,Tasmania,9229,NASA Reports
2167,2017-01-18 0:00:00,unknown,landslide,rain,44.13859082,-123.5898268,United States,US,Oregon,10544,NASA Reports
2172,2016-08-29 4:00:00,04:00,landslide,rain,19.170539,73.022276,India,IN,Maharashtra,9913,NASA Reports
2176,2017-04-05 5:00:00,05:00,landslide,rain,38.18548947,-81.32476841,United States,US,West Virginia,10297,NASA Reports
2185,2014-04-30 16:00:00,16:00,landslide,downpour,39.3194,-76.6163,United States,US,Maryland,6003,NASA Reports
2195,2011-12-23 0:00:00,00:00,landslide,downpour,40.5172,-80.0941,United States,US,Pennsylvania,4105,NASA Reports
2196,2017-03-09 0:00:00,unknown,landslide,rain,43.312864,-122.838041,United States,US,Oregon,10360,NASA Reports
2204,2017-02-15 0:00:00,,landslide,downpour,47.64261338,-122.3443457,United States,US,Washington,11535,NASA Reports
2207,2017-06-12 0:00:00,unknown,landslide,downpour,23.80467048,90.2884539,Bangladesh,BD,Dhaka,21152,NASA Reports
2228,2017-01-31 20:00:00,20:00,landslide,rain,5.39074151,100.2822934,Malaysia,MY,Pulau Pinang,11024,NASA Reports
2244,2017-04-13 5:00:00,05:00,landslide,continuous_rain,46.04343186,-117.2441381,United States,US,Washington,10588,NASA Reports
2247,2014-06-23 0:00:00,,landslide,continuous_rain,12.3129,-84.8199,Nicaragua,NI,Atlántico Sur,6098,NASA Reports
2255,2017-02-16 0:00:00,unknown,landslide,rain,47.468181,-122.156092,United States,US,Washington,10620,NASA Reports
2263,2010-12-22 9:00:00,09:00,landslide,downpour,33.8071,-116.9435,United States,US,California,2884,NASA Reports
2266,2010-06-06 23:00:00,23:00,landslide,downpour,45.5188,-122.7003,United States,US,Oregon,1952,NASA Reports
2269,2018-05-26 0:00:00,,landslide,rain,7.13932007,-75.65656539,Colombia,CO,Antioquia,11432,NASA Reports
2281,2018-05-30 17:00:00,17:00,landslide,downpour,36.17049089,-81.56270297,United States,US,North Carolina,11481,NASA Reports
2284,2017-01-09 0:00:00,unknown,landslide,rain,37.12855432,-122.1211344,United States,US,California,10166,NASA Reports
2287,2013-06-07 10:00:00,10:00,landslide,rain,50.56316778,14.01003669,Czech Republic,CZ,Ústecky,11539,NASA Reports
2297,2017-03-25 0:00:00,unknown,landslide,rain,37.00129086,-122.0212582,United States,US,California,10147,NASA Reports
2301,2017-03-09 0:00:00,unknown,landslide,rain,45.506282,-122.716574,United States,US,Oregon,10581,NASA Reports
2320,2018-01-27 18:00:00,18:00,landslide,rain,45.56208131,-123.8915032,United States,US,Oregon,11227,NASA Reports
2322,2016-12-31 0:00:00,unknown,landslide,downpour,20.8755957,-156.1869577,United States,US,Hawaii,10056,NASA Reports
2326,2017-12-16 0:00:00,,landslide,rain,-43.36684485,-72.42533613,Chile,CL,Los Lagos,11542,NASA Reports
2327,2011-05-30 9:00:00,09:00,landslide,rain,41.2554,-111.8305,United States,US,Utah,3553,NASA Reports
2328,2017-04-06 23:00:00,23:00,landslide,rain,-41.32446098,174.7660073,New Zealand,NZ,Wellington,10042,NASA Reports
2329,2019-08-08 5:03:44,unknown,landslide,continuous_rain,11.50340214,76.13474585,India,IN,Kerala,13709,NASA Reports
2331,2007-02-15 0:00:00,,landslide,rain,45.6993,-121.895,United States,US,Washington,27,NASA Reports
2333,2017-03-28 23:00:00,23:00,landslide,rain,45.53803931,-122.7185838,United States,US,Oregon,10577,NASA Reports
2335,2017-05-09 23:00:00,23:00,landslide,rain,40.19920903,-79.9235025,United States,US,Pennsylvania,10264,NASA Reports
2337,2017-03-18 0:00:00,unknown,landslide,rain,47.227674,-122.38417,United States,US,Washington,10629,NASA Reports
2353,2014-10-06 9:30:00,09:00,landslide,continuous_rain,10.2714,123.8476,Philippines,PH,Cebu,6217,NASA Reports
2360,2010-02-27 0:00:00,,landslide,downpour,34.0688,-117.8395,United States,US,California,1534,NASA Reports
2361,2011-09-28 0:00:00,,landslide,rain,26.8545,88.3372,India,IN,West Bengal,6782,NASA Reports
2362,2014-06-23 0:00:00,,landslide,continuous_rain,12.349,-84.8116,Nicaragua,NI,Atlántico Sur,6094,NASA Reports
2369,2010-12-13 9:00:00,09:00,landslide,downpour,47.7358,-122.2861,United States,US,Washington,2851,NASA Reports
2372,2019-10-15 13:13:09,,landslide,rain,35.76826103,35.89946671,Syria,SY,Al Ladhiqiyah,13772,NASA Reports
2384,2011-08-18 0:00:00,,landslide,monsoon,25.83,94.13,India,IN,Nagaland,3932,NASA Reports
2388,2017-09-08 2:00:00,02:00,landslide,rain,57.11005243,-135.397075,United States,US,Alaska,12947,NASA Reports
2399,2017-07-13 0:00:00,,landslide,rain,34.06830898,74.63364102,India,IN,Jammu and Kashmir,10943,NASA Reports
2400,2016-07-09 0:00:00,,landslide,monsoon,14.8271,120.2685,Philippines,PH,Zambales,8895,NASA Reports
2474,2014-06-23 0:00:00,,landslide,continuous_rain,12.3521,-84.808,Nicaragua,NI,Atlántico Sur,6090,NASA Reports
2536,2017-07-22 0:00:00,,landslide,downpour,-45.84793,170.540071,New Zealand,NZ,Otago,12675,NASA Reports
2549,2017-03-18 0:00:00,unknown,landslide,rain,47.641099,-122.313459,United States,US,Washington,10606,NASA Reports
2554,2013-05-22 0:00:00,unknown,landslide,downpour,22.32544412,114.2301309,China,CN,Hong Kong,12940,NASA Reports
2560,2017-11-28 0:00:00,,landslide,continuous_rain,-36.81271364,174.7247477,New Zealand,NZ,Auckland,12673,NASA Reports
2561,2016-12-17 0:00:00,unknown,landslide,rain,1.458622,124.843053,Indonesia,ID,Sulawesi Utara,10099,NASA Reports
2562,2017-01-09 3:00:00,03:00,landslide,rain,37.08035822,-121.9782751,United States,US,California,10151,NASA Reports
2563,2015-06-30 0:00:00,,landslide,downpour,38.9424,-84.8459,United States,US,Kentucky,7085,NASA Reports
2564,2016-04-24 5:00:00,05:00,landslide,rain,50.7181,-1.8649,United Kingdom,GB,England,9576,NASA Reports
2566,2017-02-07 15:00:00,15:00,landslide,rain,45.51457205,-122.7012766,United States,US,Oregon,10580,NASA Reports
2568,2013-05-29 8:00:00,08:00,landslide,downpour,39.9141,-91.411,United States,US,Illinois,4884,NASA Reports
2575,2011-03-24 0:00:00,,landslide,downpour,37.9728,-122.5573,United States,US,California,3295,NASA Reports
3097,2022-07-03 13:39:25,,Landslide,Rain,21.83135806,110.4823111,China,CN,Guangdong,20,GGIG Catalog
3098,2022-07-03 9:45:00,,Landslide,Rain,21.83135806,110.4823111,China,CN,Guangdong,21,GGIG Catalog
3099,2022-07-03 9:45:00,,Landslide,Rain,21.83135806,110.4823111,China,CN,Guangdong,22,GGIG Catalog
3100,2022-07-03 9:45:00,,Landslide,Rain,21.83135806,110.4823111,China,CN,Guangdong,23,GGIG Catalog
3101,2023-09-09 23:10:00,,Landslide,Rain,21.75777778,111.395,China,CN,Guangdong,17,GGIG Catalog
3102,2019-05-26 20:00:00,,Landslide,Rain,21.86892778,112.9155833,China,CN,Guangdong,29,GGIG Catalog
3103,2022-07-08 2:00:00,,Landslide,Rain,22.185,111.0152778,China,CN,Guangdong,61,GGIG Catalog
3104,2022-06-16 0:00:00,,Landslide,Rain,22.35108333,111.0977222,China,CN,Guangdong,88,GGIG Catalog
3105,2018-08-11 6:00:00,,Landslide,Rain,22.36308694,111.4705469,China,CN,Guangdong,90,GGIG Catalog
3106,2023-10-20 0:10:00,,Landslide,Rain,22.47194444,111.5994444,China,CN,Guangdong,98,GGIG Catalog
3107,2023-10-19 23:30:00,,Landslide,Rain,22.48722222,111.5494444,China,CN,Guangdong,99,GGIG Catalog
3108,2023-10-20 0:00:00,,Landslide,Rain,22.49472222,111.5666667,China,CN,Guangdong,102,GGIG Catalog
3109,2019-06-01 18:40:00,,Landslide,Rain,22.37150278,112.0815278,China,CN,Guangdong,91,GGIG Catalog
3110,2018-06-08 2:00:00,,Landslide,Rain,22.28603611,113.3977944,China,CN,Guangdong,80,GGIG Catalog
3111,2023-09-02 13:00:00,,Landslide,Rain,22.755,111.3630556,China,CN,Guangdong,184,GGIG Catalog
3112,2018-06-07 21:00:00,,Landslide,Rain,22.53088056,112.1911333,China,CN,Guangdong,109,GGIG Catalog
3113,2018-06-07 20:00:00,,Landslide,Rain,22.53478611,112.1867722,China,CN,Guangdong,113,GGIG Catalog
3114,2018-06-07 19:00:00,,Landslide,Rain,22.53777778,112.0861111,China,CN,Guangdong,116,GGIG Catalog
3115,2018-06-07 18:00:00,,Landslide,Rain,22.54277778,112.0566667,China,CN,Guangdong,119,GGIG Catalog
3116,2018-06-07 20:00:00,,Landslide,Rain,22.56111111,112.1041667,China,CN,Guangdong,126,GGIG Catalog
3117,2018-06-07 21:00:00,,Landslide,Rain,22.59480556,112.1387611,China,CN,Guangdong,139,GGIG Catalog
3118,2018-06-07 19:00:00,,Landslide,Rain,22.59638889,112.0975,China,CN,Guangdong,141,GGIG Catalog
3119,2018-06-07 19:00:00,,Landslide,Rain,22.60111111,112.0855556,China,CN,Guangdong,143,GGIG Catalog
3120,2018-06-07 20:00:00,,Landslide,Rain,22.60361111,112.0627778,China,CN,Guangdong,148,GGIG Catalog
3121,2018-06-07 21:00:00,,Landslide,Rain,22.60833333,112.0819444,China,CN,Guangdong,149,GGIG Catalog
3122,2018-06-07 20:00:00,,Landslide,Rain,22.61722222,112.0877778,China,CN,Guangdong,152,GGIG Catalog
3123,2018-06-07 21:00:00,,Landslide,Rain,22.62777778,112.0947222,China,CN,Guangdong,155,GGIG Catalog
3124,2018-06-07 20:00:00,,Landslide,Rain,22.54694444,112.2708333,China,CN,Guangdong,121,GGIG Catalog
3125,2018-06-07 20:00:00,,Landslide,Rain,22.57777778,112.28,China,CN,Guangdong,130,GGIG Catalog
3126,2023-09-11 10:00:00,,Landslide,Rain,22.85833333,112.8822222,China,CN,Guangdong,214,GGIG Catalog
3127,2018-06-09 21:00:00,,Landslide,Rain,22.52889444,113.4556389,China,CN,Guangdong,108,GGIG Catalog
3128,2018-08-29 16:00:00,,Landslide,Rain,22.736875,114.1692278,China,CN,Guangdong,180,GGIG Catalog
3129,2017-08-28 5:20:00,,Landslide,Rain,22.78458611,114.4875361,China,CN,Guangdong,192,GGIG Catalog
3130,2017-08-28 4:30:00,,Landslide,Rain,22.79461389,114.4699011,China,CN,Guangdong,197,GGIG Catalog
3131,2018-08-30 23:00:00,,Landslide,Rain,22.98445556,114.7329528,China,CN,Guangdong,245,GGIG Catalog
3132,2018-08-31 6:00:00,,Landslide,Rain,22.98908333,114.7273611,China,CN,Guangdong,246,GGIG Catalog
3133,2018-08-31 0:00:00,,Landslide,Rain,22.98955556,114.7247222,China,CN,Guangdong,247,GGIG Catalog
3134,2018-08-31 0:00:00,,Landslide,Rain,22.86197222,114.75825,China,CN,Guangdong,216,GGIG Catalog
3135,2018-08-30 20:30:00,,Landslide,Rain,22.96455556,114.7513889,China,CN,Guangdong,243,GGIG Catalog
3136,2017-05-23 18:05:00,,Landslide,Rain,23.23361111,111.5202778,China,CN,Guangdong,516,GGIG Catalog
3137,2018-06-11 2:00:00,,Landslide,Rain,23.02555556,112.4425,China,CN,Guangdong,268,GGIG Catalog
3138,2021-06-28 1:00:00,,Landslide,Rain,23.33722222,112.2702778,China,CN,Guangdong,710,GGIG Catalog
3139,2018-06-08 9:00:00,,Landslide,Rain,23.49416667,112.4483333,China,CN,Guangdong,1218,GGIG Catalog
3140,2018-06-01 16:00:00,,Landslide,Rain,23.01411111,112.9964444,China,CN,Guangdong,261,GGIG Catalog
3141,2018-06-08 15:00:00,,Landslide,Rain,23.05388889,113.4536111,China,CN,Guangdong,276,GGIG Catalog
3142,2020-05-21 12:00:00,,Landslide,Rain,23.10138889,113.49,China,CN,Guangdong,307,GGIG Catalog
3143,2020-05-21 16:00:00,,Landslide,Rain,23.18472222,113.5416667,China,CN,Guangdong,369,GGIG Catalog
3144,2020-05-21 20:00:00,,Landslide,Rain,23.18472222,113.5416667,China,CN,Guangdong,370,GGIG Catalog
3145,2018-06-08 8:00:00,,Landslide,Rain,23.190755,113.5631381,China,CN,Guangdong,381,GGIG Catalog
3146,2019-06-24 2:00:00,,Landslide,Rain,23.35583333,113.1308333,China,CN,Guangdong,840,GGIG Catalog
3147,2020-05-22 0:00:00,,Landslide,Rain,23.21416667,113.4569444,China,CN,Guangdong,434,GGIG Catalog
3148,2020-05-21 20:00:00,,Landslide,Rain,23.21861111,113.5441667,China,CN,Guangdong,454,GGIG Catalog
3149,2020-05-21 20:00:00,,Landslide,Rain,23.21888889,113.5183333,China,CN,Guangdong,455,GGIG Catalog
3150,2020-05-21 20:00:00,,Landslide,Rain,23.22416667,113.5222222,China,CN,Guangdong,482,GGIG Catalog
3151,2020-05-21 20:00:00,,Landslide,Rain,23.225,113.5244444,China,CN,Guangdong,487,GGIG Catalog
3152,2020-05-22 2:00:00,,Landslide,Rain,23.22666667,113.5161111,China,CN,Guangdong,497,GGIG Catalog
3153,2020-05-21 18:00:00,,Landslide,Rain,23.22694444,113.5163889,China,CN,Guangdong,499,GGIG Catalog
