OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
10295,2023/7/26,17.72983892,121.0787183,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,NA,NA,NA,3,2023/7/20,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.9009,0.5401,0.628714286,0,2023/7/4,6.6,0.9,2023/6/26,0.378684807,-1,0.567973547,0.192156866,0.254254771,0.192156866,-0.31175836,-0.074013158,0.31175836,2.218978102,48,32,2023/6/10,46,0.9101,0.4331,0.475857143,0,2023/6/18,6.5,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9033,0.5655,0.665,1,2023/6/2,6.6,0.97,2023/5/27,0.883026585,2,1.324404458,0.412920058,0.7102526,0.412920058,-0.754573171,-0.077758471,0.754573171,16.0979021,80,64,2023/5/9,78,0.9394,0.4497,0.499571429,1,2023/5/17,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01021201,-0.007471706,0.039964574,NA,-0.198111461,0.305703071,-0.204774536,-0.057142857,-0.015151515,0.015384615,0.060606061,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,96.19898572,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,-0.816326531,NA
10296,2024/4/29,-28.94872126,-51.70522455, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8671,0.4238,0.462571429,0,2024/4/22,6.2,0.93,2024/4/21,0.902345252,2,1.353257736,0.305885464,0.633542423,0.305885464,-0.837356108,-0.037186742,0.837356108,19.48031496,32,16,2024/4/6,23,0.8972,0.5041,0.577285714,0,2024/4/6,2.4,0.71,2024/4/6,0.908177905,2,1.362022593,0.324041814,0.646039604,0.324041814,-0.835115557,-0.041729323,0.835115557,20.78125,48,32,2024/3/21,39,0.8917,0.421,0.458571429,0,2024/3/21,6,0.9,2024/3/27,0.891350965,2,1.336787565,0.314782619,0.643478261,0.314782619,-0.817931982,-0.042705971,0.817931982,17.40789474,64,48,2024/3/5,55,0.9029,0.4235,0.462142857,0,2024/3/5,6.3,0.9,2024/3/7,0.899477807,2,1.348996574,0.338238686,0.667621777,0.338238686,-0.803532693,-0.056013746,0.803532693,18.8961039,80,64,2024/2/18,71,0.902,0.5674,0.667714286,0,2024/2/18,6.7,0.91,2024/2/21,0.908011869,2,1.361815754,0.36547038,0.687221202,0.36547038,-0.809229038,-0.057231726,0.809229038,20.74193548,0.034713413,-0.006130183,0.012560278,-0.000996788,0.189476168,-0.164848244,0.005938242,0.339787485,-0.612903226,1.5,0.05,0.063492063,0.006463882,-0.018528242,0.009117443,0.009487797,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",95.94994041,Evergreen broad leaf,98.86825319,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Evergreen Broadleaf Forests,Forests,Forests,4.003392057,44.70886456,-9.8855359,Slight Increase
10297,2023/7/26,18.06827078,121.0675702,,Landslide,Rain,Philippines,PH,,28858,NASA Events,16,0,2023/7/12,14,0.9058,0.585,0.692857143,1,2023/7/20,6.6,0.9,2023/7/21,0.877358491,2,1.315882561,0.306846172,0.634832614,0.306846172,-0.761841523,-0.069849246,0.761841523,15.30769231,32,16,2023/6/26,30,0.8859,0.6147,0.735285714,0,2023/7/4,6.6,0.9,2023/7/6,0.843444976,2,1.265046407,0.308873475,0.622641509,0.308873475,-0.724310777,-0.074958472,0.724310777,11.77506112,48,32,2023/6/10,46,0.9162,0.4741,0.534428571,1,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8659,0.6272,0.753142857,0,2023/6/2,6.1,0.88,2023/6/6,0.76134994,2,1.141910214,0.300311446,0.583815029,0.300311446,-0.646882044,-0.078923358,0.646882044,7.38047138,80,64,2023/5/9,78,0.9215,0.7572,0.938857143,0,2023/5/17,5.8,0.9,2023/5/7,0.277108434,2,0.415608223,0.242609575,0.284848485,0.242609575,-0.247058824,-0.037735849,0.247058824,1.766666667,-0.02196953,0.034202506,-0.054900677,0.064210648,0.050769231,-0.228729462,0.322927652,0.207270408,0,0,-0.075757576,-0.049180328,-0.038654113,NA,NA,-0.636030136,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",53.56619718,Evergreen broad leaf,92.81524927,Dense forest,2005,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-2.425428317,8.678500986,0,Slight Decrease
10298,2023/7/26,17.8805539,121.0193985,,Landslide,Rain,Philippines,PH,,30142,NASA Events,16,0,2023/7/12,14,0.9286,0.5325,0.617857143,0,2023/7/20,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8997,0.5102,0.586,0,2023/7/4,6.6,0.9,2023/6/26,0.889009793,2,1.333333333,0.360768169,0.669230769,0.360768169,-0.799896319,-0.052419355,0.799896319,17.01960784,48,32,2023/6/10,46,0.907,0.5808,0.686857143,0,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9248,0.5907,0.701,0,2023/6/2,6.6,0.9,2023/5/27,0.860465116,2,1.290523185,0.344800621,0.653846154,0.344800621,-0.766367137,-0.057267442,0.766367137,13.33333333,80,64,2023/5/9,78,0.9473,0.4788,0.541142857,1,2023/5/17,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.031122119,0.008113816,0.019625138,0.024329585,-0.041877934,0.138377107,0.017045455,-0.189436262,0,0,0,0.060606061,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",100,Evergreen broad leaf,95.73632969,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.351509726,-7.864400802,0,Slight Decrease
10299,2023/7/26,17.49548661,121.066049,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,0.7779,0.4711,0.530142857,0,2023/7/20,5.5,0.87,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8108,0.3746,0.392285714,0,2023/7/4,6.3,0.89,2023/6/26,0.689225772,1.981322957,1.033698741,0.139101863,0.399103139,0.139101863,-0.594276955,-0.070512821,0.594276955,5.43554007,48,32,2023/6/10,46,0.8016,0.3582,0.368857143,0,2023/6/18,6.1,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.6868,0.3723,0.389,1,2023/6/2,5.9,0.88,2023/5/27,0.586503067,1.75994109,0.87961969,0.03233533,0.285607755,0.03233533,-0.558770344,-0.022428461,0.558770344,3.836795252,80,64,2023/5/9,78,0.9105,0.2738,0.248285714,1,2023/5/17,5.8,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042293354,-0.011346818,-0.143213573,0.325713454,-0.204839737,-0.043780032,0.039363484,-0.264571582,0.145454545,-0.031746032,-0.032786885,-0.016949153,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",35.26234133,Evergreen broad leaf,56.0607033,Moderate forest,2009,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,5.436862566,-43.48115831,2.644628099,Moderate Increase
10300,2023/7/26,18.21997839,120.991968,,Landslide,Rain,Philippines,PH,,29204,NASA Events,16,0,2023/7/12,14,0.9547,0.6074,0.724857143,0,2023/7/20,6.1,0.93,2023/7/21,0.862609497,2,1.293765126,0.330917478,0.656077065,0.330917478,-0.758050479,-0.063861386,0.758050479,13.55704698,32,16,2023/6/26,30,0.909,0.6346,0.763714286,0,2023/7/4,1.5,0.49,2023/7/9,0.8474059,2,1.270947235,0.365927041,0.680314596,0.365927041,-0.77603912,-0.043502203,0.77603912,12.10666667,48,32,2023/6/10,46,0.8151,0.6279,0.754142857,1,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8467,0.5907,0.701,1,2023/6/2,6.3,0.94,2023/6/6,0.567984571,2,0.851874171,0.13527666,0.113317357,0.13527666,-0.539044013,-0.02398524,0.539044013,3.629464286,80,64,2023/5/9,78,NA,NA,NA,3,2023/5/17,3.5,0.75,2023/5/7,0.092272579,-0.532856336,0.138403228,0.005553054,0.058702694,0.005553054,-0.07165707,-0.035223881,0.07165707,1.203304598,-0.04786844,-0.10330033,0.038768249,NA,0.044781034,-0.010557832,-0.059245103,NA,-0.754098361,3.4,-0.045454545,-0.444444444,-0.017625121,NA,NA,-0.837543863,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",65.99008499,Evergreen broad leaf,93.99521086,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-5.013977202,7.3725772,-12.36226821,Moderate Decrease
10301,2023/8/4,21.77103241,103.9193978,,Landslide,Downpour,Vietnam,VN,,30640,NASA Events,16,0,2023/7/28,7,NA,NA,NA,3,2023/7/28,0.3,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/12,23,0.9016,0.6472,0.781714286,1,2023/7/12,1.2,0.47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/6/26,39,NA,NA,NA,3,2023/6/26,0.7,0.29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/10,55,NA,NA,NA,3,2023/6/10,2.5,0.69,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/5/25,71,NA,NA,NA,3,2023/5/25,4.2,0.79,2023/5/31,0.828733557,2,1.242940039,0.287920058,0.600451467,0.287920058,-0.71504596,-0.072496474,0.71504596,10.67771084,NA,NA,NA,NA,NA,NA,NA,NA,3,-0.416666667,2.571428571,0.68,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",96.63513514,Evergreen broad leaf,42.80182292,Moderate forest,NA,FALSE,8,Summer,Temperate,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,1000,NA
10302,2023/7/26,17.91135016,121.0543581,,Landslide,Rain,Philippines,PH,,29829,NASA Events,16,0,2023/7/12,14,0.839,0.6776,0.825142857,0,2023/7/20,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8577,0.6075,0.725,0,2023/7/4,6.5,0.9,2023/6/26,0.826737968,2,1.239941184,0.310318381,0.569131833,0.310318381,-0.693604363,-0.086065574,0.693604363,10.54320988,48,32,2023/6/10,46,0.8522,0.5939,0.705571429,0,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8548,0.5976,0.710857143,0,2023/6/2,6.6,0.9,2023/5/27,0.88406972,2,1.32597021,0.363249749,0.660889762,0.363249749,-0.756613757,-0.077022375,0.756613757,16.25174825,80,64,2023/5/9,78,0.8759,0.5877,0.696714286,1,2023/5/17,6.3,0.94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022288439,-0.006412499,0.003050927,0.024684137,-0.103453365,-0.022386831,0.006230005,-0.016566265,-0.071428571,0.015384615,0,-0.045454545,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",67.39118065,Evergreen broad leaf,80.84228769,Dense forest,2005,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,2.656548107,-15.26761582,-1.020408163,Slight Increase
10303,2023/8/16,22.37299286,92.45302068,,Landslide,Rain,Bangladesh,BD,,31003,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1,0.34,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.5,0.22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8473,0.8387,1,1,2023/7/12,2.6,0.7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,0.7874,0.6389,0.769857143,0,2023/6/10,0.1,0.06,2023/5/28,0.025420695,-0.173721556,0.038129335,0.000698812,0.081060678,0.000698812,-0.020306377,-0.009776536,0.020306377,1.052167524,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,4.2,1.692307692,-0.985714286,NA,NA,NA,NA,4,Deciduous Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",82.83512064,Evergreen broad leaf,84.18566986,Dense forest,2013,FALSE,8,Summer,Tropical,Asia,Deciduous Broadleaf Forests,Forests,Forests,NA,NA,-50,NA
10304,2023/7/26,17.82025102,121.0258052,,Landslide,Rain,Philippines,PH,,30244,NASA Events,16,0,2023/7/12,14,0.9112,0.4882,0.554571429,1,2023/7/20,5.6,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8784,0.5529,0.647,0,2023/7/4,6.6,0.9,2023/6/26,0.889152061,2,1.33357016,0.34706974,0.675630252,0.34706974,-0.758377425,-0.078736209,0.758377425,17.04273504,48,32,2023/6/10,46,0.9153,0.4385,0.483571429,0,2023/6/18,6.5,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9176,0.487,0.552857143,1,2023/6/2,6.6,0.9,2023/5/27,0.872763419,2,1.308982482,0.357837826,0.671324019,0.357837826,-0.757462687,-0.070063694,0.757462687,14.71875,80,64,2023/5/9,78,0.9432,0.4541,0.505857143,1,2023/5/17,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035996488,0.042008197,0.002512837,0.027898867,0.132527653,-0.206909025,0.110604333,-0.067556468,0.178571429,-0.015151515,0.015384615,0,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",99.49647391,Evergreen broad leaf,97.06188317,Dense forest,NA,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-3.950448655,27.14618038,3.18877551,Slight Decrease
10305,2023/7/26,17.94464525,121.0667029,,Landslide,Rain,Philippines,PH,,29604,NASA Events,16,0,2023/7/12,14,0.9274,0.509,0.584285714,1,2023/7/20,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8887,0.384,0.405714286,0,2023/7/4,6.5,0.96,2023/6/26,0.048412698,-0.19035731,0.072615446,0.072349064,0.16734784,0.072349064,-0.025223128,-0.043149129,0.025223128,1.10175146,48,32,2023/6/10,46,0.8666,0.6658,0.808285714,1,2023/6/18,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.9397,0.4912,0.558857143,1,2023/6/2,6.4,0.95,2023/5/27,0.870217428,2,1.305216146,0.376504153,0.666316264,0.376504153,-0.753199558,-0.071377073,0.753199558,14.41038961,80,64,2023/5/9,78,0.7034,0.4996,0.570857143,1,2023/5/17,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.041729567,-0.024867784,0.084352643,-0.251463233,-0.245579568,0.733854167,-0.262240913,0.017100977,-0.071428571,0.015384615,-0.03030303,0.09375,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",86.92123769,Evergreen broad leaf,92.03603844,Dense forest,2004,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-4.499629775,-48.24745929,-1.020408163,Slight Decrease
10306,2023/8/16,21.88731297,92.25591905,,Landslide,Rain,Bangladesh,BD,,31892,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,2,0.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,2.1,0.63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,NA,NA,NA,3,2023/7/12,3.1,0.76,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,0.6467,0.3763,0.394714286,1,2023/6/26,0.7,0.26,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,1.1,0.46,2023/5/28,0.795193883,2,1.192627986,0.176870748,0.478965129,0.176870748,-0.668104542,-0.08487983,0.668104542,8.765333333,NA,NA,NA,NA,NA,NA,NA,NA,0.05,0.476190476,-0.774193548,0.571428571,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",60.65240642,Evergreen needle leaf,86.74310255,Dense forest,2011,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,2.5,NA
10307,2024/4/29,-29.53193749,-53.59164114, ,Landslide,Heavy Rain,Brazil,BR,,0,NASA Events,16,0,2024/4/22,7,0.8367,0.5036,0.576571429,0,2024/4/22,2.2,0.81,2024/4/21,0.899197432,2,1.348579682,0.35377574,0.672131148,0.35377574,-0.833849969,-0.037525355,0.833849969,18.84076433,32,16,2024/4/6,23,0.8628,0.5243,0.606142857,0,2024/4/6,3,0.8,2024/4/6,0.908698334,2,1.362837317,0.384649813,0.684726382,0.384649813,-0.831853168,-0.043956044,0.831853168,20.90540541,48,32,2024/3/21,39,0.8684,0.6937,0.848142857,0,2024/3/21,2.8,0.8,2024/3/27,0.900336289,2,1.350298028,0.35101065,0.669172932,0.35101065,-0.835794448,-0.037001287,0.835794448,19.06748466,64,48,2024/3/5,55,0.8748,0.6454,0.779142857,0,2024/3/5,2.1,0.67,2024/3/7,0.886666667,2,1.329815303,0.358399987,0.665522315,0.358399987,-0.809752198,-0.045053004,0.809752198,16.64705882,80,64,2024/2/18,71,0.8559,0.6206,0.743714286,0,2024/2/18,3.4,0.84,2024/2/24,0.877030902,2,1.315336837,0.357916564,0.689704617,0.357916564,-0.795793965,-0.04820095,0.795793965,15.2642487,0.031193976,0.006490496,0.007369876,-0.021604938,0.041104051,0.323097463,-0.06962664,-0.038425782,0.363636364,-0.066666667,-0.25,0.619047619,0.010565981,-0.009202224,-0.015182796,-0.010867404,9,Savannas,2022,112,"Closed forest, evergreen broad leaf",66.33926453,Evergreen broad leaf,94.14787273,Dense forest,NA,FALSE,4,Spring,Temperate,South America,Savannas,Savannas,Grasslands/Shrublands,3.728215171,8.162043454,16.52892562,Slight Increase
10308,2023/8/16,22.06962469,92.24721136,,Landslide,Rain,Bangladesh,BD,,32042,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.4,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,1.8,0.56,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.8421,0.7799,0.971285714,1,2023/7/12,2,0.59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,2,0.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,7,1,2023/5/28,0.631517961,2,0.947002606,0.168464735,0.462857143,0.168464735,-0.514792899,-0.094460227,0.514792899,4.427672956,NA,NA,NA,NA,NA,NA,NA,NA,0.285714286,0.111111111,0,2.5,NA,NA,NA,NA,8,Woody Savannas,2022,112,"Closed forest, evergreen broad leaf",41.73837981,Evergreen needle leaf,42.06785389,Moderate forest,2017,FALSE,8,Summer,Tropical,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,20.40816327,NA
10309,2023/8/16,22.30088722,92.48853693,,Landslide,Rain,Bangladesh,BD,,31056,NASA Events,16,0,2023/8/13,3,NA,NA,NA,3,2023/8/13,1.3,0.39,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/7/28,19,NA,NA,NA,3,2023/7/28,0.4,0.18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2023/7/12,35,0.9002,0.4327,0.475285714,0,2023/7/12,5,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/6/26,51,NA,NA,NA,3,2023/6/26,5.3,0.91,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2023/6/10,67,NA,NA,NA,3,2023/6/10,0.3,0.14,2023/5/28,0.609969871,2,0.914829522,0.046652421,0.27339688,0.046652421,-0.544809461,-0.052398775,0.544809461,4.127808989,NA,NA,NA,NA,NA,NA,NA,NA,-0.692307692,11.5,0.06,-0.943396226,NA,NA,NA,NA,4,Deciduous Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",81.7250996,Evergreen broad leaf,79.63416851,Dense forest,2022,FALSE,8,Summer,Tropical,Asia,Deciduous Broadleaf Forests,Forests,Forests,NA,NA,-53.25443787,NA
10310,2023/7/26,17.82016448,121.0480588,,Landslide,Rain,Philippines,PH,,0,NASA Events,16,0,2023/7/12,14,NA,NA,NA,3,2023/7/20,4.6,0.84,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8544,0.6121,0.731571429,0,2023/7/4,6.6,0.9,2023/6/26,0.137878011,-0.630715123,0.206803767,0.121070571,0.153696245,0.121070571,-0.103379722,-0.054954955,0.103379722,1.319857313,48,32,2023/6/10,46,0.8258,0.6404,0.772,0,2023/6/18,7,1,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8604,0.5069,0.581285714,1,2023/6/2,6.2,0.89,2023/5/27,0.815915628,2,1.223580158,0.3895818,0.616040956,0.3895818,-0.683555556,-0.086589229,0.683555556,9.864583333,80,64,2023/5/9,78,0.8529,0.4618,0.516857143,1,2023/5/17,6.6,0.9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.033473783,0.041898765,-0.008716876,NA,0.046234275,-0.20846346,-0.088972184,0.434782609,0.060606061,-0.114285714,0.064516129,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",75.93794076,Evergreen broad leaf,70.88372714,Dense forest,2017,FALSE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,NA,NA,9.451795841,NA
10311,2023/7/26,17.88219446,121.0548217,,Landslide,Rain,Philippines,PH,,30037,NASA Events,16,0,2023/7/12,14,0.9014,0.5233,0.604714286,1,2023/7/20,5.7,0.89,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2023/6/26,30,0.8567,0.5331,0.618714286,0,2023/7/4,6.6,0.9,2023/6/26,0.441368078,2,0.661984733,0.197361752,0.279363932,0.197361752,-0.413173653,-0.027683616,0.413173653,2.580174927,48,32,2023/6/10,46,0.8619,0.5574,0.653428571,0,2023/6/18,6.1,0.93,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2023/5/25,62,0.8837,0.5417,0.631,0,2023/6/2,4.5,0.82,2023/5/27,0.873873874,2,1.310220621,0.288723677,0.590214067,0.288723677,-0.785407725,-0.052884615,0.785407725,14.85714286,80,64,2023/5/9,78,0.9087,0.4758,0.536857143,1,2023/5/17,5.9,0.88,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.049589527,0.006069803,0.025292957,0.028290144,0.018727307,0.045582442,-0.028166487,-0.121654052,0.157894737,-0.075757576,-0.262295082,0.311111111,NA,NA,NA,NA,2,Evergreen Broadleaf Forests,2022,112,"Closed forest, evergreen broad leaf",79.70170455,Evergreen broad leaf,77.00560448,Dense forest,2014,TRUE,7,Summer,Tropical,Asia,Evergreen Broadleaf Forests,Forests,Forests,-5.501389772,3.578694338,2.770083102,Moderate Decrease
