OBJECTID,Event_Date,Latitude,Longitude,Event_Time_approximate,Landslide_Category,Landslide_Trigger,Country_Name,Country_Code,Administrative_Division,ev_id,Source,Window_1_Start_Days,Window_1_End_Days,MODIS_Date_1,Days_Before_1,NDVI_1,EVI_1,FVC_1,QA_1,LAI_Date_1,LAI_1,FPAR_1,S2_Date_1,S2_NDVI_1,S2_EVI_1,S2_SAVI_1,S2_NDMI_1,S2_NBR_1,S2_NDWI_Gao_1,S2_NDWI_McFeeters_1,S2_PSRI_1,S2_GNDVI_1,S2_RVI_1,Window_2_Start_Days,Window_2_End_Days,MODIS_Date_2,Days_Before_2,NDVI_2,EVI_2,FVC_2,QA_2,LAI_Date_2,LAI_2,FPAR_2,S2_Date_2,S2_NDVI_2,S2_EVI_2,S2_SAVI_2,S2_NDMI_2,S2_NBR_2,S2_NDWI_Gao_2,S2_NDWI_McFeeters_2,S2_PSRI_2,S2_GNDVI_2,S2_RVI_2,Window_3_Start_Days,Window_3_End_Days,MODIS_Date_3,Days_Before_3,NDVI_3,EVI_3,FVC_3,QA_3,LAI_Date_3,LAI_3,FPAR_3,S2_Date_3,S2_NDVI_3,S2_EVI_3,S2_SAVI_3,S2_NDMI_3,S2_NBR_3,S2_NDWI_Gao_3,S2_NDWI_McFeeters_3,S2_PSRI_3,S2_GNDVI_3,S2_RVI_3,Window_4_Start_Days,Window_4_End_Days,MODIS_Date_4,Days_Before_4,NDVI_4,EVI_4,FVC_4,QA_4,LAI_Date_4,LAI_4,FPAR_4,S2_Date_4,S2_NDVI_4,S2_EVI_4,S2_SAVI_4,S2_NDMI_4,S2_NBR_4,S2_NDWI_Gao_4,S2_NDWI_McFeeters_4,S2_PSRI_4,S2_GNDVI_4,S2_RVI_4,Window_5_Start_Days,Window_5_End_Days,MODIS_Date_5,Days_Before_5,NDVI_5,EVI_5,FVC_5,QA_5,LAI_Date_5,LAI_5,FPAR_5,S2_Date_5,S2_NDVI_5,S2_EVI_5,S2_SAVI_5,S2_NDMI_5,S2_NBR_5,S2_NDWI_Gao_5,S2_NDWI_McFeeters_5,S2_PSRI_5,S2_GNDVI_5,S2_RVI_5,NDVI_change_1_to_2,NDVI_change_2_to_3,NDVI_change_3_to_4,NDVI_change_4_to_5,EVI_change_1_to_2,EVI_change_2_to_3,EVI_change_3_to_4,EVI_change_4_to_5,LAI_change_1_to_2,LAI_change_2_to_3,LAI_change_3_to_4,LAI_change_4_to_5,S2_NDVI_change_1_to_2,S2_NDVI_change_2_to_3,S2_NDVI_change_3_to_4,S2_NDVI_change_4_to_5,MODIS_IGBP,MODIS_IGBP_Class,MODIS_LC_Year,Copernicus_LC,Copernicus_LC_Class,Tree_Cover_Fraction,Forest_Type,Hansen_Tree_Cover_2000_Percent,Hansen_Forest_Class,Hansen_Forest_Loss_Year,Hansen_Forest_Gain,Month,Season,Climate_Zone,Continent,MODIS_IGBP_Class_F,Land_Cover_Major,Land_Cover_Simplified,NDVI_change_rate_1_to_2,EVI_change_rate_1_to_2,LAI_change_rate_1_to_2,NDVI_change_pattern
181,2010/4/6,-22.9111,-43.0728,,landslide,downpour,Brazil,BR,Rio de Janeiro,1646,NASA Reports,16,0,2010/3/22,15,0.6422,0.4208,0.458285714,0,2010/3/30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2010/3/6,31,0.6286,0.4119,0.445571429,0,2010/3/14,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2010/2/18,47,0.5628,0.3501,0.357285714,0,2010/2/26,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2010/2/2,63,0.6043,0.4007,0.429571429,0,2010/2/10,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2010/1/17,79,0.6255,0.4715,0.530714286,0,2010/1/25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.021177203,-0.10467706,0.073738451,0.035081913,-0.02115019,-0.150036417,0.144530134,0.176690791,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2010,NA,,NA,,18.91414924,Sparse forest,NA,FALSE,4,Spring,Tropical,South America,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,-3.297602517,-5.026185864,NA,Slight Decrease
183,2010/4/6,-22.9593,-43.206,,landslide,downpour,Brazil,BR,Rio de Janeiro,1682,NASA Reports,16,0,2010/3/22,15,0.5559,0.3579,0.368428571,0,2010/3/30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2010/3/6,31,0.4492,0.2552,0.221714286,0,2010/3/14,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2010/2/18,47,0.4807,0.288,0.268571429,0,2010/2/26,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2010/2/2,63,0.3843,0.2094,0.156285714,0,2010/2/10,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2010/1/17,79,0.4917,0.3191,0.313,1,2010/1/25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.191940997,0.070124666,-0.200540878,0.279469165,-0.286951662,0.128526646,-0.272916667,0.523877746,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2010,NA,,NA,,0.201702347,Non-forest,NA,FALSE,4,Spring,Tropical,South America,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,-34.52797204,-80.17649133,NA,Extreme Decrease
187,2015/6/20,42.1436,24.7502,,landslide,continuous_rain,Bulgaria,BG,Plovdiv,6944,NASA Reports,16,0,2015/6/10,10,0.3866,0.287,0.267142857,0,2015/6/18,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2015/5/25,26,0.4261,0.3129,0.304142857,0,2015/6/2,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2015/5/9,42,0.3764,0.2379,0.197,0,2015/5/17,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2015/4/23,58,0.2757,0.1705,0.100714286,0,2015/5/1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2015/4/7,74,0.2284,0.1159,0.022714286,0,2015/4/15,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102172788,-0.116639287,-0.267534538,-0.171563293,0.090243902,-0.239693193,-0.283312316,-0.320234604,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2015,50,Urban / built up,0,,0,Non-forest,NA,FALSE,6,Summer,Temperate,Europe,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,26.42855365,31.44386845,NA,Extreme Increase
191,2017/2/21,37.97953546,-122.4994394,unknown,landslide,downpour,United States,US,California,10196,NASA Reports,16,0,2017/2/18,3,0.7197,0.4393,0.484714286,0,2017/2/18,1.7,0.61,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/2/2,19,0.7233,0.3776,0.396571429,0,2017/2/2,0,0.01,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/1/17,35,0.7351,0.423,0.461428571,0,2017/1/17,1,0.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/1/1,51,0.7559,0.4228,0.461142857,1,2017/1/1,1.2,0.57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2016/12/18,65,0.7185,0.4128,0.446857143,0,2016/12/18,1.5,0.68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005002084,0.016314116,0.02829547,-0.049477444,-0.140450717,0.120233051,-0.000472813,-0.023651845,-1,NA,0.2,0.25,NA,NA,NA,NA,9,Savannas,2017,126,"Open forest, unknown",44.75217812,Unknown,29.02673147,Sparse forest,NA,FALSE,2,Winter,Temperate,North America,Savannas,Savannas,Grasslands/Shrublands,0.69502351,-31.97148123,-58.82352941,Slight Increase
192,2014/5/1,40.8478,-73.6527,2:00,landslide,rain,United States,US,New York,6002,NASA Reports,16,0,2014/4/23,8,0.2885,0.0859,NA,1,2014/4/23,0.5,0.24,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2014/4/7,24,NA,NA,NA,NA,2014/4/7,0.7,0.33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2014/3/22,40,NA,NA,NA,NA,2014/3/22,0.5,0.26,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2014/3/6,56,NA,NA,NA,NA,2014/3/6,0.3,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2014/2/18,72,NA,NA,NA,NA,2014/2/18,0.2,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,-0.285714286,-0.4,-0.333333333,NA,NA,NA,NA,8,Woody Savannas,2014,NA,,NA,,59.55173876,Moderate forest,NA,FALSE,5,Spring,Cold,North America,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,80,NA
193,2017/1/24,37.31941622,-122.265628,unknown,landslide,rain,United States,US,California,10173,NASA Reports,16,0,2017/1/17,7,0.769,0.3737,0.391,0,2017/1/17,1.2,0.58,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/1/1,23,0.7559,0.3786,0.398,0,2017/1/1,0.6,0.38,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2016/12/18,37,0.7713,0.3425,0.346428571,0,2016/12/18,1.2,0.61,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2016/12/2,53,0.7631,0.355,0.364285714,0,2016/12/2,1,0.51,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2016/11/16,69,0.7366,0.3011,0.287285714,0,2016/11/16,0.9,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.017035111,0.020373065,-0.010631402,-0.034726772,0.013112122,-0.095351294,0.03649635,-0.151830986,-0.5,1,-0.166666667,-0.1,NA,NA,NA,NA,1,Evergreen Needleleaf Forests,2017,111,"Closed forest, evergreen needle leaf",53.68762279,Evergreen needle leaf,47.127942,Moderate forest,2009,FALSE,1,Winter,Temperate,North America,Evergreen Needleleaf Forests,Forests,Forests,-2.215228938,3.508729468,-41.66666667,Slight Decrease
201,2020/11/23,7.28972835,-75.39420835,14:00,landslide,rain,Colombia,CO,Antioquia,19391,NASA Reports,16,0,2020/11/16,7,0.3649,0.1906,0.129428571,1,2020/11/16,4.4,0.87,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2020/10/31,23,0.5175,0.3023,0.289,0,2020/10/31,1.4,0.54,2020/10/23,0.279375222,1.133679055,0.418988465,-0.117963776,0.010372862,-0.117963776,-0.269908386,-0.011653718,0.269908386,1.775369458,48,32,2020/10/15,39,NA,NA,NA,3,2020/10/15,1,0.43,2020/10/10,0.194306931,0.808028821,0.291415313,-0.154250652,-0.056465412,-0.154250652,-0.2077597,0.01865285,0.2077597,1.482334869,64,48,2020/9/29,55,NA,NA,NA,3,2020/9/29,1.4,0.43,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2020/9/13,71,0.7826,0.684,0.834285714,0,2020/9/13,3.5,0.79,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418196766,NA,NA,NA,0.586044071,NA,NA,NA,-0.681818182,-0.285714286,0.4,1.5,NA,-0.30449476,NA,NA,8,Woody Savannas,2020,126,"Open forest, unknown",26.82896764,Unknown,9.573414905,Non-forest,2003,FALSE,11,Fall,Tropical,South America,Woody Savannas,Savannas,Grasslands/Shrublands,114.6058554,307.4732798,-15.49586777,Extreme Increase
207,2017/6/24,32.08087401,103.6656168,6:00,landslide,continuous_rain,China,CN,Sichuan,10026,NASA Reports,16,0,2017/6/10,14,0.6435,0.3797,0.399571429,1,2017/6/18,1.3,0.5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/5/25,30,0.5415,0.2918,0.274,1,2017/6/2,0.8,0.34,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/5/9,46,0.5217,0.1399,0.057,1,2017/5/17,0.3,0.16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/4/23,62,0.2965,0.1252,0.036,1,2017/5/1,0.4,0.2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2017/4/7,78,0.4121,0.1388,0.055428571,0,2017/4/15,1.2,0.5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.158508159,-0.036565097,-0.431665708,0.389881956,-0.231498551,-0.520562029,-0.105075054,0.108626198,-0.384615385,-0.625,0.333333333,2,NA,NA,NA,NA,10,Grasslands,2017,126,"Open forest, unknown",25.84632517,Unknown,25.69054407,Sparse forest,NA,FALSE,6,Summer,Cold,Asia,Grasslands,Grasslands,Grasslands/Shrublands,-24.63219246,-60.96880471,-29.58579882,Extreme Decrease
208,2017/5/8,38.4919474,-90.43483478,,landslide,rain,United States,US,Missouri,10341,NASA Reports,16,0,2017/4/23,15,0.626,0.451,0.501428571,0,2017/5/1,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/4/7,31,0.5388,0.3256,0.322285714,0,2017/4/15,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/3/22,47,0.4596,0.3201,0.314428571,0,2017/3/30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/3/6,63,0.4322,0.2737,0.248142857,0,2017/3/14,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2017/2/18,79,0.4133,0.2223,0.174714286,0,2017/2/26,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.139297125,-0.146993318,-0.059617058,-0.043729755,-0.27804878,-0.016891892,-0.144954702,-0.187796858,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2017,50,Urban / built up,4.860819828,Unknown,1.481680562,Non-forest,NA,FALSE,5,Spring,Cold,North America,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,-22.25193684,-61.6516143,NA,Extreme Decrease
220,2010/12/12,47.7174,-122.2791,,landslide,downpour,United States,US,Washington,2832,NASA Reports,16,0,2010/12/3,9,0.6408,0.1663,0.094714286,0,2010/12/11,1.2,0.48,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2010/11/17,25,NA,NA,NA,3,2010/11/25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2010/11/1,41,0.6182,0.249,0.212857143,0,2010/11/9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2010/10/16,57,0.6396,0.241,0.201428571,0,2010/10/24,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2010/9/30,73,0.5909,0.1817,0.116714286,0,2010/10/8,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034616629,-0.076141338,NA,NA,-0.032128514,-0.246058091,NA,NA,NA,NA,NA,NA,NA,NA,17,Water Bodies,2010,NA,,NA,,39.94314003,Moderate forest,NA,FALSE,12,Winter,Temperate,North America,Water Bodies,Water,Non-Vegetated/Other,NA,NA,NA,NA
222,2015/6/13,7.8784,98.2997,,landslide,downpour,Thailand,TH,Phuket,6981,NASA Reports,16,0,2015/6/10,3,0.7234,0.4125,0.446428571,1,2015/6/10,0.8,0.33,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2015/5/25,19,0.6838,0.5574,0.653428571,1,2015/5/25,0.3,0.18,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2015/5/9,35,NA,NA,NA,3,2015/5/9,0.5,0.22,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2015/4/23,51,0.6284,0.4432,0.490285714,1,2015/4/23,1.4,0.54,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2015/4/7,67,NA,NA,NA,3,2015/4/7,1.1,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.054741498,NA,NA,NA,0.351272727,NA,NA,NA,-0.625,0.666666667,1.8,-0.214285714,NA,NA,NA,NA,9,Savannas,2015,50,Urban / built up,11.87480916,Evergreen needle leaf,26.60627516,Sparse forest,NA,FALSE,6,Summer,Tropical,Asia,Savannas,Savannas,Grasslands/Shrublands,-7.567251656,85.15702479,-78.125,Moderate Decrease
229,2010/7/4,26.8712,88.3052,,landslide,rain,India,IN,West Bengal,2034,NASA Reports,16,0,2010/6/26,8,NA,NA,NA,3,2010/6/26,0,0.03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2010/6/10,24,NA,NA,NA,3,2010/6/10,1.3,0.51,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2010/5/25,40,NA,NA,NA,3,2010/5/25,0.3,0.15,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2010/5/9,56,0.7349,0.5015,0.573571429,1,2010/5/9,0.2,0.09,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2010/4/23,72,0.7052,0.413,0.447142857,1,2010/4/23,1.7,0.55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040413662,NA,NA,NA,-0.176470588,NA,-0.769230769,-0.333333333,7.5,NA,NA,NA,NA,8,Woody Savannas,2010,NA,,NA,,43.120375,Moderate forest,2010,FALSE,7,Summer,Temperate,Asia,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,NA,NA
230,2000/10/13,46.195899,8.13973097,10:00,landslide,downpour,Switzerland,CH,Wallis,11274,NASA Reports,16,0,2000/9/29,14,0.6091,0.2049,0.149857143,1,2000/10/7,0.4,0.31,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2000/9/13,30,0.5743,0.2576,0.225142857,0,2000/9/21,1.4,0.59,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2000/8/28,46,0.5682,0.2978,0.282571429,0,2000/9/5,1.6,0.65,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2000/8/12,62,0.8031,0.3875,0.410714286,0,2000/8/20,1.8,0.61,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2000/7/27,78,0.6924,0.2981,0.283,1,2000/8/4,0,0.02,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.057133476,-0.010621626,0.413410771,-0.137840867,0.257198633,0.156055901,0.301208865,-0.230709677,2.5,0.142857143,0.125,-1,NA,NA,NA,NA,NA,,NA,NA,,NA,,1.606210577,Non-forest,NA,FALSE,10,Fall,Cold,Europe,,Unknown/Other,Unknown,-9.379982863,125.5239792,625,Moderate Decrease
233,2017/7/11,39.24255184,-106.8813681,18:00,landslide,downpour,United States,US,Colorado,10312,NASA Reports,16,0,2017/6/26,15,0.5706,0.3991,0.427285714,0,2017/7/4,1.5,0.49,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/6/10,31,0.4989,0.2577,0.225285714,0,2017/6/18,2,0.55,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/5/25,47,0.5312,0.2578,0.225428571,0,2017/6/2,2.3,0.58,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/5/9,63,0.5455,0.3166,0.309428571,0,2017/5/17,1.4,0.46,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2017/4/23,79,0.4249,0.1766,0.109428571,0,2017/5/1,0.9,0.32,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.125657203,0.064742433,0.026920181,-0.221081577,-0.354297169,0.000388048,0.228083786,-0.442198358,0.333333333,0.15,-0.391304348,-0.357142857,NA,NA,NA,NA,9,Savannas,2017,30,Herbaceous vegetation,32.47748593,Unknown,0.453233507,Non-forest,NA,FALSE,7,Summer,Cold,North America,Savannas,Savannas,Grasslands/Shrublands,-22.02194233,-88.77403373,22.22222222,Extreme Decrease
235,2017/1/5,40.27673341,-78.92350659,unknown,landslide,rain,United States,US,Pennsylvania,10257,NASA Reports,16,0,2017/1/1,4,NA,NA,NA,3,2017/1/1,0.1,0.03,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2016/12/18,18,0.4971,0.2286,0.183714286,1,2016/12/18,0.4,0.29,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2016/12/2,34,NA,NA,NA,3,2016/12/2,0.3,0.27,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2016/11/16,50,0.5603,0.2746,0.249428571,0,2016/11/16,0.5,0.36,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2016/10/31,66,0.5378,0.2132,0.161714286,0,2016/10/31,0.6,0.39,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.040157059,NA,NA,NA,-0.223597961,3,-0.25,0.666666667,0.2,NA,NA,NA,NA,8,Woody Savannas,2017,114,"Closed forest, deciduous broad leaf",76.45844749,Deciduous needle leaf,53.74572467,Moderate forest,NA,FALSE,1,Winter,Cold,North America,Woody Savannas,Savannas,Grasslands/Shrublands,NA,NA,3000,NA
238,2011/3/10,45.331,-122.5437,11:00,landslide,downpour,United States,US,Oregon,3193,NASA Reports,16,0,2011/3/6,4,NA,NA,NA,3,2011/3/6,1.3,0.57,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2011/2/18,20,NA,NA,NA,3,2011/2/18,1.9,0.64,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2011/2/2,36,0.6807,0.2591,0.227285714,0,2011/2/2,1.6,0.68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2011/1/17,52,0.7106,0.3064,0.294857143,0,2011/1/17,2.4,0.78,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2011/1/1,68,0.6014,0.2686,0.240857143,1,2011/1/1,1.3,0.68,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043925371,-0.153672952,NA,NA,0.182554998,-0.123368146,0.461538462,-0.157894737,0.5,-0.458333333,NA,NA,NA,NA,1,Evergreen Needleleaf Forests,2011,NA,,NA,,90.72791728,Dense forest,NA,FALSE,3,Spring,Temperate,North America,Evergreen Needleleaf Forests,Forests,Forests,NA,NA,35.50295858,NA
239,2010/4/6,-22.82,-43.1789,,landslide,downpour,Brazil,BR,Rio de Janeiro,1655,NASA Reports,16,0,2010/3/22,15,0.4887,0.2321,0.188714286,0,2010/3/30,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2010/3/6,31,0.4661,0.2575,0.225,0,2010/3/14,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2010/2/18,47,0.4391,0.2359,0.194142857,0,2010/2/26,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2010/2/2,63,0.5062,0.2976,0.282285714,0,2010/2/10,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2010/1/17,79,NA,NA,NA,3,2010/1/25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.04624514,-0.057927483,0.152812571,NA,0.109435588,-0.083883495,0.261551505,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2010,NA,,NA,,3.698217975,Non-forest,NA,FALSE,4,Spring,Tropical,South America,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,-9.462889332,47.15018876,NA,Moderate Decrease
242,2017/4/1,40.520892,-80.089097,,landslide,rain,United States,US,Pennsylvania,12686,NASA Reports,16,0,2017/3/22,10,0.4522,0.2302,0.186,0,2017/3/30,0.8,0.4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/3/6,26,0.4481,0.1601,0.085857143,0,2017/3/14,0.1,0.05,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/2/18,42,0.4719,0.2319,0.188428571,0,2017/2/26,0.8,0.41,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/2/2,58,0.4622,0.1719,0.102714286,0,2017/2/10,0.5,0.35,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2017/1/17,74,NA,NA,NA,3,2017/1/25,1.2,0.47,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.009066785,0.053113144,-0.020555202,NA,-0.304517811,0.448469706,-0.258732212,NA,-0.875,7,-0.375,1.4,NA,NA,NA,NA,4,Deciduous Broadleaf Forests,2017,114,"Closed forest, deciduous broad leaf",59.07117117,Deciduous broad leaf,73.31111584,Dense forest,NA,FALSE,4,Spring,Cold,North America,Deciduous Broadleaf Forests,Forests,Forests,-2.005038613,-132.2840185,-109.375,Slight Decrease
244,2015/12/16,50.7472,-2.7122,,landslide,downpour,United Kingdom,GB,England,9067,NASA Reports,16,0,2015/12/3,13,0.784,0.4257,0.465285714,1,2015/12/11,0.1,0.05,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2015/11/17,29,0.8296,0.7441,0.920142857,0,2015/11/25,0.3,0.17,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2015/11/1,45,0.7851,0.5776,0.682285714,0,2015/11/9,0.9,0.6,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2015/10/16,61,0.8335,0.6432,0.776,0,2015/10/24,1,0.63,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2015/9/30,77,0.7938,0.6107,0.729571429,0,2015/10/8,1.7,0.8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.058163265,-0.053640309,0.061648198,-0.047630474,0.747944562,-0.223760247,0.113573407,-0.050528607,2,2,0.111111111,0.7,NA,NA,NA,NA,14,Cropland/Natural Vegetation Mosaics,2015,30,Herbaceous vegetation,16.515,Unknown,6.709145693,Non-forest,NA,FALSE,12,Winter,Temperate,Europe,Cropland/Natural Vegetation Mosaics,Unknown/Other,Unknown,7.41878384,175.6975715,2000,Moderate Increase
255,2017/6/30,28.21676766,84.00622259,,landslide,downpour,Nepal,NP,Gandaki,9919,NASA Reports,16,0,2017/6/26,4,NA,NA,NA,3,2017/6/26,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,16,2017/6/10,20,0.7901,0.436,0.48,1,2017/6/10,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,32,2017/5/25,36,0.7619,0.4595,0.513571429,1,2017/5/25,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,48,2017/5/9,52,0.8667,0.5903,0.700428571,1,2017/5/9,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,64,2017/4/23,68,0.6968,0.4185,0.455,0,2017/4/23,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.035691685,0.13755086,-0.196030922,NA,0.053899083,0.284657236,-0.291038455,NA,NA,NA,NA,NA,NA,NA,NA,13,Urban and Built-up Lands,2017,126,"Open forest, unknown",47.36033857,Unknown,13.06772958,Sparse forest,NA,FALSE,6,Summer,Temperate,Asia,Urban and Built-up Lands,Urban/Built-up,Non-Vegetated/Other,NA,NA,NA,NA
